date,year,month,period_type,product_code,product_name,criticality,fab_code,fab_name,demand_units,forecast_units,capacity_units,supply_units,demand_fulfilled_units,shortage_units,inventory_begin_units,inventory_end_units
2025-11-01,2025,11,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,56017,62923,91831,89895,56017,0,310173,344051
2025-11-01,2025,11,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,46880,52436,60107,58381,46880,0,77704,89205
2025-12-01,2025,12,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,185916,182859,292534,283409,185916,0,1028904,1126397
2025-12-01,2025,12,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,126438,121906,218558,215570,126438,0,758361,847492
2025-12-01,2025,12,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,103863,101589,141793,143149,103863,0,248020,287307
2025-12-01,2025,12,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,343643,339942,424871,437617,343643,0,977582,1071557
2025-12-01,2025,12,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,232350,226628,317430,320448,232350,0,837277,925375
2025-12-01,2025,12,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,182734,188856,205938,203245,182734,0,40421,60931
2025-12-01,2025,12,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,147563,155136,181093,178650,147563,0,308234,339321
2025-12-01,2025,12,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,98659,103424,135298,132530,98659,0,243975,277847
2025-12-01,2025,12,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,82309,86187,87777,85049,82309,0,1487,4227
2025-12-01,2025,12,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,153989,156992,236814,236211,153989,0,935041,1017263
2025-12-01,2025,12,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,105511,104661,176928,175462,105511,0,741469,811420
2025-12-01,2025,12,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,83879,87218,114785,108450,83879,0,238252,262823
2025-12-01,2025,12,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,92487,87547,125372,128684,92487,0,411220,447417
2025-12-01,2025,12,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,64703,58364,93668,93871,64703,0,344051,373219
2025-12-01,2025,12,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,51109,48637,60768,61278,51109,0,89205,99373
2026-01-01,2026,1,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,209757,197742,296337,283698,209757,0,1126397,1200338
2026-01-01,2026,1,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,138533,131828,222929,224977,138533,0,847492,933936
2026-01-01,2026,1,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,118832,109857,143353,144285,118832,0,287307,312760
2026-01-01,2026,1,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,344529,355296,430395,433455,344529,0,1071557,1160483
2026-01-01,2026,1,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,233889,236864,323778,311088,233889,0,925375,1002574
2026-01-01,2026,1,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,189896,197387,208203,212242,189896,0,60931,83277
2026-01-01,2026,1,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,177442,185457,183447,187474,177442,0,339321,349353
2026-01-01,2026,1,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,123307,123638,138004,141311,123307,0,277847,295850
2026-01-01,2026,1,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,100793,103032,88742,90211,94439,6354,4227,0
2026-01-01,2026,1,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,160725,150378,239892,238227,160725,0,1017263,1094765
2026-01-01,2026,1,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,105025,100252,180467,178378,105025,0,811420,884773
2026-01-01,2026,1,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,86882,83543,116048,116588,86882,0,262823,292529
2026-01-01,2026,1,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,91478,94730,127002,126805,91478,0,447417,482745
2026-01-01,2026,1,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,59784,63153,95541,97044,59784,0,373219,410479
2026-01-01,2026,1,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,52466,52628,61437,60698,52466,0,99373,107605
2026-02-01,2026,2,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,222274,235013,300190,295620,222274,0,1200338,1273683
2026-02-01,2026,2,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,154497,156675,227388,230943,154497,0,933936,1010383
2026-02-01,2026,2,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,130897,130563,144930,146305,130897,0,312760,328167
2026-02-01,2026,2,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,404112,383263,435990,425326,404112,0,1160483,1181698
2026-02-01,2026,2,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,272560,255509,330254,329467,272560,0,1002574,1059481
2026-02-01,2026,2,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,228690,212924,210493,207431,228690,0,83277,62018
2026-02-01,2026,2,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,195891,192615,185832,188475,195891,0,349353,341937
2026-02-01,2026,2,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,127146,128410,140764,142657,127146,0,295850,311362
2026-02-01,2026,2,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,106850,107009,89718,88549,88549,18302,0,0
2026-02-01,2026,2,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,188301,188210,243011,243182,188301,0,1094765,1149645
2026-02-01,2026,2,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,121543,125473,184076,185609,121543,0,884773,948839
2026-02-01,2026,2,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,100628,104561,117324,118777,100628,0,292529,310678
2026-02-01,2026,2,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,104456,100354,128653,129077,104456,0,482745,507365
2026-02-01,2026,2,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,67361,66903,97452,99171,67361,0,410479,442289
2026-02-01,2026,2,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,56228,55752,62113,62475,56228,0,107605,113853
2026-03-01,2026,3,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,239496,225522,304092,297178,239496,0,1273683,1331366
2026-03-01,2026,3,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,160434,150348,231936,226455,160434,0,1010383,1076404
2026-03-01,2026,3,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,135577,125290,146524,148720,135577,0,328167,341310
2026-03-01,2026,3,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,440626,430573,441658,424301,440626,0,1181698,1165372
2026-03-01,2026,3,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,284934,287049,336859,335857,284934,0,1059481,1110404
2026-03-01,2026,3,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,244447,239207,212809,212471,244447,0,62018,30042
2026-03-01,2026,3,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,190440,200516,188248,184224,190440,0,341937,335722
2026-03-01,2026,3,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,128967,133677,143579,142976,128967,0,311362,325371
2026-03-01,2026,3,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,109324,111398,90705,91913,91913,17411,0,0
2026-03-01,2026,3,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,186182,187605,246170,241563,186182,0,1149645,1205027
2026-03-01,2026,3,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,122540,125070,187758,193390,122540,0,948839,1019688
2026-03-01,2026,3,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,102941,104225,118615,118117,102941,0,310678,325853
2026-03-01,2026,3,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,105766,106860,130325,125455,105766,0,507365,527055
2026-03-01,2026,3,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,69920,71240,99401,96636,69920,0,442289,469006
2026-03-01,2026,3,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,59303,59366,62796,61937,59303,0,113853,116487
2026-04-01,2026,4,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,242958,254600,308045,313788,242958,0,1331366,1402195
2026-04-01,2026,4,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,162617,169734,236574,237640,162617,0,1076404,1151427
2026-04-01,2026,4,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,132949,141445,148136,150082,132949,0,341310,358443
2026-04-01,2026,4,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,454944,467833,447399,445847,454944,0,1165372,1156276
2026-04-01,2026,4,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,302618,311889,343596,340949,302618,0,1110404,1148735
2026-04-01,2026,4,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,257849,259907,215150,219170,249211,8638,30042,0
2026-04-01,2026,4,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,210494,199163,190695,188163,210494,0,335722,313391
2026-04-01,2026,4,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,142781,132775,146451,147763,142781,0,325371,330353
2026-04-01,2026,4,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,117426,110646,91703,93862,93862,23564,0,0
2026-04-01,2026,4,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,191435,173799,249370,236477,191435,0,1205027,1250069
2026-04-01,2026,4,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,126911,115866,191513,189409,126911,0,1019688,1082187
2026-04-01,2026,4,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,106062,96555,119919,119139,106062,0,325853,338930
2026-04-01,2026,4,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,115694,110509,132019,135227,115694,0,527055,546588
2026-04-01,2026,4,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,73169,73673,101389,103932,73169,0,469006,499768
2026-04-01,2026,4,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,60376,61394,63487,62452,60376,0,116487,118563
2026-05-01,2026,5,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,274192,228522,312050,304227,274192,0,1402195,1432230
2026-05-01,2026,5,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,180197,152348,241306,240436,180197,0,1151427,1211667
2026-05-01,2026,5,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,155710,126957,149765,147337,155710,0,358443,350071
2026-05-01,2026,5,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,469653,488007,453215,445764,469653,0,1156276,1132387
2026-05-01,2026,5,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,314314,325338,350468,351124,314314,0,1148735,1185545
2026-05-01,2026,5,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,266875,271115,217516,213414,213414,53462,0,0
2026-05-01,2026,5,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,214925,222628,193174,192458,214925,0,313391,290923
2026-05-01,2026,5,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,143715,148418,149380,147301,143715,0,330353,333939
2026-05-01,2026,5,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,117887,123682,92712,93529,93529,24358,0,0
2026-05-01,2026,5,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,190313,208524,252612,246162,190313,0,1250069,1305918
2026-05-01,2026,5,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,127042,139016,195343,195996,127042,0,1082187,1151142
2026-05-01,2026,5,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,106877,115846,121239,124048,106877,0,338930,356102
2026-05-01,2026,5,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,113698,112463,133736,131112,113698,0,546588,564001
2026-05-01,2026,5,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,75583,74975,103417,104005,75583,0,499768,528190
2026-05-01,2026,5,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,63960,62479,64185,63554,63960,0,118563,118157
2026-06-01,2026,6,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,246324,259863,316107,309531,246324,0,1432230,1495436
2026-06-01,2026,6,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,165377,173242,246132,244830,165377,0,1211667,1291120
2026-06-01,2026,6,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,135275,144368,151413,153918,135275,0,350071,368713
2026-06-01,2026,6,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,489755,475397,459107,463949,489755,0,1132387,1106581
2026-06-01,2026,6,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,325448,316931,357478,363850,325448,0,1185545,1223946
2026-06-01,2026,6,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,280363,264109,219909,220263,220263,60100,0,0
2026-06-01,2026,6,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,222204,229943,195685,191269,222204,0,290923,259989
2026-06-01,2026,6,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,151847,153295,152367,147587,151847,0,333939,329679
2026-06-01,2026,6,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,128733,127746,93732,95363,95363,33370,0,0
2026-06-01,2026,6,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,203349,195683,255896,251053,203349,0,1305918,1353623
2026-06-01,2026,6,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,127939,130456,199250,196866,127939,0,1151142,1220069
2026-06-01,2026,6,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,108577,108713,122572,120105,108577,0,356102,367630
2026-06-01,2026,6,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,114676,116737,135474,139538,114676,0,564001,588863
2026-06-01,2026,6,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,75552,77825,105485,102792,75552,0,528190,555430
2026-06-01,2026,6,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,65250,64854,64891,64622,65250,0,118157,117529
2026-07-01,2026,7,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,245406,239331,320216,316082,245406,0,1495436,1566112
2026-07-01,2026,7,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,164773,159554,251055,253691,164773,0,1291120,1380038
2026-07-01,2026,7,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,137878,132962,153078,155409,137878,0,368713,386245
2026-07-01,2026,7,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,481459,487512,465076,472371,481459,0,1106581,1097493
2026-07-01,2026,7,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,320147,325008,364627,360859,320147,0,1223946,1264658
2026-07-01,2026,7,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,261368,270840,222328,214190,214190,47178,0,0
2026-07-01,2026,7,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,219793,208567,198229,200320,219793,0,259989,240516
2026-07-01,2026,7,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,141431,139045,155415,152264,141431,0,329679,340512
2026-07-01,2026,7,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,120288,115871,94763,93782,93782,26507,0,0
2026-07-01,2026,7,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,189636,177474,259222,250469,189636,0,1353623,1414456
2026-07-01,2026,7,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,120861,118316,203235,206148,120861,0,1220069,1305357
2026-07-01,2026,7,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,102506,98597,123920,122533,102506,0,367630,387657
2026-07-01,2026,7,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,105913,104424,137235,136110,105913,0,588863,619060
2026-07-01,2026,7,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,72575,69616,107595,108562,72575,0,555430,591417
2026-07-01,2026,7,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,59004,58014,65605,66599,59004,0,117529,125124
2026-08-01,2026,8,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,241813,239451,324379,330987,241813,0,1566112,1655285
2026-08-01,2026,8,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,168278,159634,256076,259459,168278,0,1380038,1471218
2026-08-01,2026,8,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,140238,133028,154762,157630,140238,0,386245,403637
2026-08-01,2026,8,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,447712,420458,471122,470655,447712,0,1097493,1120437
2026-08-01,2026,8,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,295080,280305,371920,367509,295080,0,1264658,1337086
2026-08-01,2026,8,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,258807,233588,224773,221783,221783,37024,0,0
2026-08-01,2026,8,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,209528,193705,200806,204916,209528,0,240516,235904
2026-08-01,2026,8,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,141666,129137,158523,159443,141666,0,340512,358289
2026-08-01,2026,8,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,121573,107614,95805,98290,98290,23283,0,0
2026-08-01,2026,8,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,170972,190350,262592,262500,170972,0,1414456,1505984
2026-08-01,2026,8,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,115436,126900,207299,211748,115436,0,1305357,1401668
2026-08-01,2026,8,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,93996,105750,125284,126416,93996,0,387657,420077
2026-08-01,2026,8,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,108436,111272,139019,141809,108436,0,619060,652433
2026-08-01,2026,8,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,71563,74181,109747,112264,71563,0,591417,632118
2026-08-01,2026,8,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,60923,61818,66327,64469,60923,0,125124,128670
2026-09-01,2026,9,Forecast,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,223660,224083,328596,323757,223660,0,1655285,1755382
2026-09-01,2026,9,Forecast,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,149454,149389,261197,253664,149454,0,1471218,1575428
2026-09-01,2026,9,Forecast,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,129378,124491,156464,152934,129378,0,403637,427193
2026-09-01,2026,9,Forecast,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,420224,449546,477246,484121,420224,0,1120437,1184333
2026-09-01,2026,9,Forecast,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,285309,299698,379358,376990,285309,0,1337086,1428767
2026-09-01,2026,9,Forecast,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,225928,249748,227246,231083,225928,0,0,5155
2026-09-01,2026,9,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,199592,195967,203416,208458,199592,0,235904,244770
2026-09-01,2026,9,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,138089,130644,161694,157252,138089,0,358289,377452
2026-09-01,2026,9,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,115539,108870,96859,94067,94067,21471,0,0
2026-09-01,2026,9,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,163741,159232,266006,261573,163741,0,1505984,1603815
2026-09-01,2026,9,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,109215,106154,211445,214508,109215,0,1401668,1506961
2026-09-01,2026,9,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,92686,88462,126662,128254,92686,0,420077,455645
2026-09-01,2026,9,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,105467,99532,140827,142342,105467,0,652433,689308
2026-09-01,2026,9,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,72596,66354,111942,113955,72596,0,632118,673477
2026-09-01,2026,9,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,60116,55295,67056,68423,60116,0,128670,136977
2026-10-01,2026,10,Forecast,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,224980,194172,332867,334285,224980,0,1755382,1864687
2026-10-01,2026,10,Forecast,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,147550,129448,266421,263612,147550,0,1575428,1691489
2026-10-01,2026,10,Forecast,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,121781,107873,158186,159502,121781,0,427193,464915
2026-10-01,2026,10,Forecast,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,426274,381425,483450,478029,426274,0,1184333,1236088
2026-10-01,2026,10,Forecast,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,277568,254283,386945,389984,277568,0,1428767,1541182
2026-10-01,2026,10,Forecast,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,234240,211903,229746,226717,231872,2368,5155,0
2026-10-01,2026,10,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,188495,196474,206061,201562,188495,0,244770,257837
2026-10-01,2026,10,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,123575,130983,164927,164325,123575,0,377452,418203
2026-10-01,2026,10,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,105589,109152,97924,95869,95869,9721,0,0
2026-10-01,2026,10,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,173358,154969,269464,264393,173358,0,1603815,1694850
2026-10-01,2026,10,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,107861,103313,215674,216511,107861,0,1506961,1615612
2026-10-01,2026,10,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,89679,86094,128055,130175,89679,0,455645,496141
2026-10-01,2026,10,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,104062,95662,142657,141180,104062,0,689308,726427
2026-10-01,2026,10,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,69135,63775,114181,117450,69135,0,673477,721792
2026-10-01,2026,10,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,58643,53146,67794,66568,58643,0,136977,144902
2026-11-01,2026,11,Forecast,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,224406,223087,337195,332749,224406,0,1864687,1973029
2026-11-01,2026,11,Forecast,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,148358,148725,271750,267426,148358,0,1691489,1810558
2026-11-01,2026,11,Forecast,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,124624,123937,159926,158913,124624,0,464915,499204
